"Class","kmer_0","kmer_1","kmer_2","kmer_3","kmer_4","kmer_5","kmer_6","kmer_7","kmer_8","kmer_9","kmer_10","kmer_11","kmer_12","kmer_13","kmer_14","kmer_15","kmer_16","kmer_17","kmer_18","kmer_19"
1,0.08205128,0.00683761,0.05641026,0.08717949,0.01367521,0.07863248,0.01367521,0.09401709,0.07350427,0.07179487,0.02564103,0.05641026,0.03418803,0.02222222,0.04273504,0.05811966,0.06666667,0.1008547,0.0017094,0.01367521
1,0.102,0.002,0.074,0.08,0.038,0.078,0.01,0.086,0.062,0.054,0.03,0.046,0.028,0.03,0.056,0.036,0.074,0.098,0.004,0.012
1,0.11262136,0.00776699,0.05631068,0.07961165,0.04854369,0.08543689,0.01747573,0.06019417,0.06601942,0.06213592,0.02718447,0.0407767,0.04271845,0.01941748,0.04660194,0.05048544,0.04854369,0.08932039,0.00970874,0.02912621
1,0.1060241,0.00481928,0.05301205,0.08433735,0.03855422,0.08674699,0.03614458,0.06024096,0.06746988,0.07228916,0.01927711,0.04096386,0.03855422,0.03614458,0.04096386,0.03614458,0.05060241,0.08915663,0,0.03855422
1,0.10411622,0.00484262,0.04600484,0.08232446,0.03631961,0.08474576,0.02905569,0.05326877,0.062954,0.09200969,0.02421308,0.04358354,0.04116223,0.02905569,0.03631961,0.03631961,0.05811138,0.09443099,0.00242131,0.03874092
1,0.07657658,0.01126126,0.06981982,0.09009009,0.06081081,0.06081081,0.02252252,0.06081081,0.06306306,0.08783784,0.02702703,0.04954955,0.05405405,0.02252252,0.0472973,0.04504505,0.04504505,0.06531532,0.00900901,0.03153153
1,0.06756757,0.01126126,0.06306306,0.1036036,0.06756757,0.06756757,0.02702703,0.06531532,0.05855856,0.09459459,0.03153153,0.04054054,0.05630631,0.01351351,0.0518018,0.04504505,0.04954955,0.0472973,0.00900901,0.02927928
1,0.06812652,0.00486618,0.06082725,0.10218978,0.04136253,0.07055961,0.0243309,0.0729927,0.05839416,0.10705596,0.02676399,0.0486618,0.04136253,0.01946472,0.05352798,0.03892944,0.05839416,0.06569343,0.00243309,0.03406326
1,0.06865672,0.0119403,0.07462687,0.08358209,0.04179104,0.07761194,0.0358209,0.05074627,0.08656716,0.09552239,0.03283582,0.0358209,0.0238806,0.02985075,0.03880597,0.04179104,0.06268657,0.07164179,0.00895522,0.02686567
1,0.08605341,0.00593472,0.06231454,0.09495549,0.05934718,0.07418398,0.02967359,0.03857567,0.07121662,0.10089021,0.02670623,0.03857567,0.02670623,0.02670623,0.04154303,0.03264095,0.0652819,0.08011869,0.00890208,0.02967359
1,0.10262009,0.00873362,0.04366812,0.07423581,0.03930131,0.10917031,0.01746725,0.06768559,0.06113537,0.05676856,0.01965066,0.04366812,0.0371179,0.0371179,0.0371179,0.06331878,0.05676856,0.07860262,0.00655022,0.03930131
1,0.08454106,0.00724638,0.06521739,0.07004831,0.03623188,0.09178744,0.01690821,0.07729469,0.05072464,0.07729469,0.02898551,0.04830918,0.03864734,0.03140097,0.05555556,0.04830918,0.0531401,0.07246377,0.01207729,0.03381643
1,0.08482143,0.00669643,0.06473214,0.08482143,0.05133929,0.07142857,0.02232143,0.05803571,0.05580357,0.08482143,0.03571429,0.05357143,0.05133929,0.01116071,0.04464286,0.04241071,0.05357143,0.06919643,0.01116071,0.04241071
1,0.09598214,0.00669643,0.04464286,0.078125,0.046875,0.109375,0.01116071,0.05803571,0.06026786,0.06919643,0.01785714,0.05580357,0.03348214,0.03571429,0.04241071,0.046875,0.05580357,0.08035714,0.00669643,0.04464286
1,0.09446254,0,0.03583062,0.09446254,0.0228013,0.11074919,0.00977199,0.09120521,0.07491857,0.0781759,0.02605863,0.0228013,0.05211726,0.03583062,0.03583062,0.05211726,0.05211726,0.07491857,0,0.03583062
1,0.11363636,0,0.04545455,0.07792208,0.02597403,0.11363636,0.01298701,0.06818182,0.08116883,0.08441558,0.01948052,0.03896104,0.06168831,0.01948052,0.01948052,0.05519481,0.05844156,0.07467532,0,0.02922078
1,0.11968085,0,0.05319149,0.05585106,0.01595745,0.10638298,0.01329787,0.07180851,0.07180851,0.08244681,0.02659574,0.03457447,0.03989362,0.03191489,0.02393617,0.04787234,0.06117021,0.11170213,0.00265957,0.02925532
1,0.11671088,0.00265252,0.04244032,0.07427056,0.02122016,0.09814324,0.01856764,0.06366048,0.06100796,0.09018568,0.0265252,0.04774536,0.04509284,0.03713528,0.0265252,0.03448276,0.06366048,0.09549072,0.00265252,0.03183024
1,0.08870968,0.00537634,0.04569892,0.08870968,0.01344086,0.09139785,0.02150538,0.09677419,0.07795699,0.06451613,0.02419355,0.04569892,0.03494624,0.04301075,0.0188172,0.05107527,0.05645161,0.09139785,0.00537634,0.03494624
1,0.12021858,0.01092896,0.06557377,0.08196721,0.01912568,0.09289617,0.02185792,0.08743169,0.05737705,0.06284153,0.01912568,0.04371585,0.02459016,0.01912568,0.05191257,0.04098361,0.05464481,0.07103825,0.00273224,0.05191257
1,0.09584665,0.00638978,0.08945687,0.04153355,0.03194888,0.08306709,0.02555911,0.09265176,0.06389776,0.06709265,0.03194888,0.05111821,0.02875399,0.02555911,0.03514377,0.0543131,0.0543131,0.07667732,0.00958466,0.03514377
1,0.12804878,0.00304878,0.05487805,0.07012195,0.03963415,0.07621951,0.02134146,0.07317073,0.06402439,0.07926829,0.00914634,0.04268293,0.03353659,0.05182927,0.02439024,0.05792683,0.04268293,0.09146341,0.00914634,0.02743902
1,0.10526316,0.00584795,0.04678363,0.09649123,0.04678363,0.09649123,0.02631579,0.04093567,0.08187135,0.07309942,0.02046784,0.03508772,0.02923977,0.0497076,0.03216374,0.02923977,0.03508772,0.11403509,0.00584795,0.02923977
1,0.13043478,0,0.05434783,0.09782609,0.04347826,0.07608696,0,0.06521739,0.13043478,0.06521739,0.01086957,0.05434783,0.04347826,0.02173913,0.04347826,0.05434783,0.04347826,0.06521739,0,0
1,0.14285714,0,0.04395604,0.0989011,0.04395604,0.05494505,0,0.04395604,0.14285714,0.06593407,0.01098901,0.04395604,0.04395604,0.02197802,0.05494505,0.05494505,0.04395604,0.08791209,0,0
1,0.06896552,0.0137931,0.03448276,0.07586207,0.06206897,0.15862069,0.05517241,0.03448276,0.07586207,0.04827586,0.02758621,0.03448276,0.05517241,0.04137931,0.00689655,0.04137931,0.06896552,0.06896552,0,0.02758621
1,0.08726415,0,0.0754717,0.16981132,0.04245283,0.06603774,0.00471698,0.03773585,0.10377358,0.08726415,0.02358491,0.03301887,0.03066038,0.04009434,0.02830189,0.02358491,0.03537736,0.09198113,0.00235849,0.01650943
1,0.10588235,0,0.06117647,0.15764706,0.04235294,0.06352941,0.01176471,0.05647059,0.09176471,0.07764706,0.02117647,0.03764706,0.03058824,0.02823529,0.02823529,0.02352941,0.04705882,0.09411765,0.00235294,0.01882353
1,0.10070258,0,0.08665105,0.12412178,0.03747073,0.05854801,0.0117096,0.05386417,0.08196721,0.07025761,0.02576112,0.04215457,0.03044496,0.03747073,0.0234192,0.04449649,0.05152225,0.09601874,0.00234192,0.02107728
1,0.09064748,0.00431655,0.0647482,0.09784173,0.03453237,0.09064748,0.02158273,0.0618705,0.05035971,0.0676259,0.03309353,0.03453237,0.04172662,0.03597122,0.05467626,0.03741007,0.05755396,0.08057554,0.0057554,0.03453237
1,0.08513709,0.00721501,0.06493506,0.1010101,0.03318903,0.07936508,0.02308802,0.06349206,0.05772006,0.06204906,0.03751804,0.03030303,0.03896104,0.03174603,0.04473304,0.05483405,0.06782107,0.07792208,0.004329,0.03463203
1,0.08369408,0.001443,0.06349206,0.0966811,0.03896104,0.07792208,0.01875902,0.07070707,0.05627706,0.06637807,0.03463203,0.03174603,0.04040404,0.03896104,0.05050505,0.05194805,0.06493506,0.07936508,0.00577201,0.02741703
1,0.1220339,0.00677966,0.05084746,0.1220339,0.04067797,0.08135593,0.01694915,0.05762712,0.09830508,0.07457627,0.04067797,0.05084746,0.01355932,0.03050847,0.04067797,0.01694915,0.05423729,0.07118644,0,0.01016949
1,0.08843537,0.00340136,0.05782313,0.11904762,0.02721088,0.06122449,0.0170068,0.06122449,0.10204082,0.06122449,0.03741497,0.04761905,0.02040816,0.03741497,0.03401361,0.04761905,0.05442177,0.10204082,0,0.02040816
1,0.09897611,0.00682594,0.06484642,0.12627986,0.02730375,0.07167235,0.01365188,0.06143345,0.10238908,0.06143345,0.03071672,0.04095563,0.01365188,0.02730375,0.05119454,0.03071672,0.05802048,0.09556314,0,0.01706485
1,0.17052023,0,0.07225434,0.09248555,0.03179191,0.06069364,0.01445087,0.05202312,0.08959538,0.07514451,0.03468208,0.0433526,0.02023121,0.02601156,0.02601156,0.03468208,0.0433526,0.0867052,0.00289017,0.02312139
1,0.20879121,0,0.04395604,0.0989011,0.05494505,0.06593407,0,0.05494505,0.12087912,0.05494505,0.01098901,0.03296703,0.02197802,0.03296703,0.04395604,0.03296703,0.04395604,0.07692308,0,0
1,0.06281407,0,0.07537688,0.09045226,0.02763819,0.08542714,0.03015075,0.08291457,0.04773869,0.0678392,0.02763819,0.03015075,0.05025126,0.02512563,0.05778894,0.04522613,0.07788945,0.09045226,0,0.02512563
1,0.07446809,0,0.05319149,0.12765957,0.0106383,0.10638298,0,0.07446809,0.08510638,0.09574468,0.0106383,0,0.03191489,0.0106383,0.05319149,0.07446809,0.04255319,0.11702128,0,0.03191489
1,0.07446809,0,0.06382979,0.11702128,0.0106383,0.09574468,0,0.07446809,0.08510638,0.09574468,0.0106383,0.0106383,0.04255319,0.0106383,0.03191489,0.06382979,0.07446809,0.10638298,0,0.03191489
1,0.04166667,0,0.08333333,0.09375,0.02083333,0.08333333,0.02083333,0.0625,0.0625,0.07291667,0.01041667,0.01041667,0.02083333,0.02083333,0.05208333,0.07291667,0.09375,0.17708333,0,0
1,0.10966543,0,0.06319703,0.09851301,0.01672862,0.08178439,0.00371747,0.06319703,0.06133829,0.07992565,0.03159851,0.05576208,0.02788104,0.04089219,0.03903346,0.04460967,0.06319703,0.10594796,0.00185874,0.01115242
1,0.12891344,0,0.05893186,0.08655617,0.01841621,0.08839779,0.00368324,0.07550645,0.0626151,0.08471455,0.03130755,0.03867403,0.03499079,0.02025783,0.04051565,0.04235727,0.08103131,0.09392265,0.00184162,0.00736648
1,0.09821429,0.00892857,0.06845238,0.06547619,0.03869048,0.08630952,0.01785714,0.04761905,0.07142857,0.07738095,0.02380952,0.04166667,0.0327381,0.0297619,0.0327381,0.0297619,0.09821429,0.10416667,0.00595238,0.02083333
1,0.07868852,0.00163934,0.08688525,0.09508197,0.02131148,0.07540984,0.00491803,0.06721311,0.08852459,0.07540984,0.01639344,0.04754098,0.03278689,0.05409836,0.03442623,0.05737705,0.06557377,0.08360656,0,0.01311475
1,0.04326923,0.00961538,0.05288462,0.07692308,0.02884615,0.0625,0.04807692,0.03846154,0.05288462,0.11057692,0.01442308,0.08173077,0.04326923,0.03846154,0.02884615,0.07211538,0.04326923,0.0625,0.02884615,0.0625
1,0.1039604,0,0.05445545,0.08910891,0.04950495,0.07425743,0.03960396,0.03465347,0.06435644,0.07920792,0.00990099,0.07425743,0.04950495,0.00990099,0.02970297,0.04950495,0.06435644,0.05445545,0.02970297,0.03960396
1,0.08040201,0,0.05025126,0.10552764,0.04020101,0.06030151,0.04020101,0.04020101,0.07537688,0.09045226,0.01005025,0.08040201,0.04522613,0.02512563,0.0201005,0.04020101,0.05527638,0.07035176,0.03517588,0.03517588
1,0.09090909,0,0.07575758,0.10606061,0.10606061,0.13636364,0.01515152,0.03030303,0.06060606,0.01515152,0.01515152,0.04545455,0.01515152,0.09090909,0.03030303,0.03030303,0.03030303,0.09090909,0.01515152,0
1,0.10769231,0.00923077,0.06769231,0.07384615,0.03384615,0.10153846,0.01230769,0.06769231,0.07384615,0.08307692,0.00923077,0.02769231,0.02461538,0.01538462,0.03384615,0.06769231,0.04615385,0.11692308,0,0.02769231
1,0.09704641,0.00632911,0.07383966,0.06962025,0.03797468,0.08016878,0.01687764,0.07594937,0.05907173,0.08016878,0.02109705,0.04219409,0.03797468,0.03586498,0.04219409,0.06118143,0.0443038,0.05696203,0.01054852,0.05063291
1,0.07386364,0.03125,0.07102273,0.06818182,0.02840909,0.09090909,0.03409091,0.09090909,0.07954545,0.07954545,0.01136364,0.02556818,0.04261364,0.01420455,0.01704545,0.04829545,0.0625,0.09090909,0.00568182,0.03409091
1,0.11187215,0.00456621,0.06621005,0.09360731,0.03424658,0.10958904,0.00913242,0.07534247,0.05251142,0.06621005,0.02283105,0.04109589,0.02511416,0.02511416,0.0456621,0.043379,0.05936073,0.06621005,0.00684932,0.04109589
1,0.1381733,0,0.07259953,0.07728337,0.0234192,0.10772834,0.01405152,0.04683841,0.03278689,0.10772834,0.01639344,0.02576112,0.03981265,0.02810304,0.04683841,0.06088993,0.05620609,0.07494145,0.00702576,0.0234192
1,0.1040724,0.00226244,0.0678733,0.09276018,0.03167421,0.09049774,0.01357466,0.07692308,0.06108597,0.06334842,0.03393665,0.05882353,0.02714932,0.02262443,0.03393665,0.0520362,0.06108597,0.0678733,0.00452489,0.03393665
1,0.12790698,0.01162791,0.05523256,0.06395349,0.0377907,0.09883721,0.02906977,0.05232558,0.06976744,0.0755814,0.02034884,0.0377907,0.04360465,0.03488372,0.02034884,0.05523256,0.04360465,0.08430233,0.00290698,0.03488372
1,0.10774411,0,0.07070707,0.06734007,0.02693603,0.07407407,0.01346801,0.05723906,0.06060606,0.1010101,0.03030303,0.03030303,0.03703704,0.05387205,0.03367003,0.08417508,0.05050505,0.07744108,0.003367,0.02020202
1,0.10452962,0.00696864,0.05574913,0.08013937,0.02439024,0.1010453,0.02787456,0.08013937,0.07317073,0.06271777,0.03484321,0.05226481,0.03135889,0.02439024,0.0174216,0.04181185,0.04878049,0.09059233,0.01045296,0.03135889
1,0.12751678,0.01342282,0.05369128,0.09060403,0.04026846,0.09731544,0.03355705,0.07718121,0.0704698,0.07718121,0.03020134,0.05033557,0.03355705,0.01677852,0.02013423,0.03691275,0.03020134,0.0738255,0.00671141,0.02013423
1,0.11764706,0.00588235,0.08823529,0.03823529,0.01470588,0.08823529,0.01470588,0.07352941,0.07058824,0.10294118,0.00882353,0.05,0.03823529,0.02058824,0.02941176,0.05294118,0.06764706,0.08235294,0.00882353,0.02647059
1,0.09705882,0.01176471,0.07352941,0.04411765,0.03823529,0.08823529,0.02058824,0.06176471,0.05588235,0.08529412,0.01176471,0.05588235,0.02647059,0.02647059,0.03529412,0.06176471,0.08529412,0.08823529,0.00588235,0.02647059
1,0.10385757,0.00296736,0.06231454,0.06824926,0.03857567,0.10089021,0.02670623,0.05341246,0.0652819,0.07418398,0.02670623,0.04154303,0.02670623,0.02077151,0.03560831,0.04451039,0.09198813,0.09198813,0.00593472,0.01780415
1,0.10405405,0.00405405,0.06756757,0.05945946,0.03513514,0.10675676,0.01621622,0.03378378,0.0472973,0.08378378,0.02432432,0.03783784,0.06756757,0.02837838,0.04864865,0.04864865,0.05675676,0.06891892,0.03243243,0.02837838
1,0.09358289,0,0.07219251,0.06417112,0.03743316,0.10294118,0.01871658,0.03342246,0.04946524,0.0815508,0.01737968,0.04278075,0.06684492,0.03475936,0.04812834,0.05481283,0.06417112,0.05882353,0.03208556,0.02673797
1,0.10488506,0.00287356,0.06465517,0.07471264,0.02729885,0.09913793,0.03017241,0.04885057,0.03304598,0.08477011,0.01724138,0.02442529,0.06034483,0.02729885,0.04885057,0.06609195,0.06321839,0.07327586,0.02298851,0.02586207
1,0.1,0.00294118,0.05,0.07058824,0.03529412,0.14117647,0.02352941,0.07647059,0.04705882,0.07647059,0.02058824,0.05588235,0.02647059,0.01176471,0.05294118,0.04705882,0.05,0.08823529,0,0.02352941
1,0.0775,0,0.085,0.0675,0.0325,0.1075,0.0175,0.08,0.0925,0.0825,0.0225,0.045,0.035,0.01,0.0225,0.0625,0.04,0.095,0.005,0.02
1,0.10300429,0,0.08154506,0.07725322,0.03433476,0.06008584,0.03004292,0.05150215,0.07725322,0.10300429,0.01287554,0.05579399,0.0472103,0.02575107,0.04291845,0.03862661,0.03433476,0.06437768,0.02575107,0.03433476
1,0.09111111,0,0.06666667,0.07555556,0.04444444,0.08666667,0.01333333,0.05777778,0.06444444,0.07555556,0.02888889,0.05555556,0.03111111,0.02888889,0.04,0.06222222,0.06,0.06,0.00888889,0.04888889
1,0.13492063,0.01190476,0.06746032,0.08333333,0.02777778,0.07936508,0.01190476,0.05952381,0.06746032,0.06746032,0.01984127,0.04365079,0.03571429,0.03968254,0.02380952,0.06746032,0.03571429,0.08333333,0.01190476,0.02777778
1,0.12561576,0.00738916,0.06896552,0.05418719,0.01477833,0.08866995,0.01724138,0.03448276,0.01231527,0.10837438,0.02216749,0.01970443,0.06403941,0.0320197,0.0862069,0.05418719,0.07389163,0.10344828,0.00492611,0.00738916
1,0.09760956,0.00199203,0.05976096,0.08167331,0.03386454,0.08964143,0.01394422,0.08366534,0.06374502,0.06175299,0.03187251,0.05179283,0.03585657,0.02191235,0.05179283,0.0498008,0.06772908,0.08565737,0.00398406,0.01195219
1,0.12421581,0.00439147,0.08343789,0.05771644,0.02885822,0.0727729,0.02195734,0.05081556,0.0250941,0.10790464,0.01693852,0.02446675,0.04516939,0.0250941,0.08218319,0.05583438,0.05332497,0.08218319,0.01254705,0.0250941
1,0.11038961,0,0.04220779,0.08116883,0.02272727,0.11038961,0.01623377,0.11688312,0.06493506,0.07142857,0.01623377,0.03571429,0.04220779,0.03246753,0.02597403,0.06168831,0.05844156,0.05519481,0.00649351,0.02922078
1,0.13225806,0,0.04193548,0.07419355,0.03225806,0.11935484,0.01935484,0.08387097,0.07741935,0.08064516,0.01612903,0.02580645,0.04516129,0.01935484,0.02258065,0.05483871,0.06129032,0.06129032,0,0.03225806
1,0.15633423,0.01347709,0.05121294,0.04851752,0.02425876,0.09973046,0.02695418,0.04043127,0.0296496,0.09973046,0.02156334,0.02425876,0.04851752,0.02425876,0.05121294,0.04312668,0.0754717,0.08894879,0.00539084,0.02695418
1,0.09337349,0,0.09638554,0.05722892,0.04518072,0.05722892,0.01506024,0.05722892,0.07831325,0.09036145,0.03012048,0.06626506,0.03012048,0.03012048,0.03313253,0.02710843,0.06325301,0.08433735,0.0060241,0.03915663
1,0.10089021,0.00593472,0.06824926,0.08902077,0.03560831,0.10682493,0.02077151,0.06231454,0.0652819,0.08605341,0.02670623,0.02670623,0.03560831,0.03264095,0.03857567,0.04154303,0.04451039,0.08308605,0.00593472,0.02373887
